"sum.w","X.Intercept.","log10.AVEINCOME.","log10.IMDSCORE.","log10.PTAINDEX.","X.Intercept._se","log10.AVEINCOME._se","log10.IMDSCORE._se","log10.PTAINDEX._se","gwr.e","pred","pred.se","localR2","X.Intercept._se_EDF","log10.AVEINCOME._se_EDF","log10.IMDSCORE._se_EDF","log10.PTAINDEX._se_EDF","pred.se.1","coord.x","coord.y"
15.6702428393246,6.04627926212056,0.045991747437273,-0.267256202994461,-0.0132192479284389,1.0407333127798,0.192228707701589,0.105078083218162,0.0281732576055271,-0.0280017352174833,6.04250206663141,0.0384890724746348,0.590534329923047,1.10436154025024,0.203981163195991,0.111502334367869,0.0298957108233643,0.0408422127349395,532150.879430631,181615.038453989
15.4508707148233,6.13977587917132,0.0294817615706256,-0.283877063939908,-0.0158849802980731,1.05056856703951,0.194676883807358,0.105150022607762,0.0267639823707864,-0.0256140072959493,6.03024468637717,0.0380260452432954,0.614838117828267,1.11479810109598,0.206579015596574,0.111578671979174,0.0284002754896785,0.0403508770007024,532443.354118956,181645.861853933
10.660265317712,7.37407764667406,-0.197741603101929,-0.372163808470666,-0.0364278998015477,1.5906615321001,0.293748603565954,0.151244303128171,0.0376708837021793,-0.0838052816743669,5.86329913889535,0.0370656327269859,0.687184607074911,1.68791120456674,0.311707770181748,0.160491059050055,0.0399740016362183,0.0393317469000676,532207.062255239,182030.086776512
16.8496346838103,4.63240879212979,0.308450413363451,-0.269556065074942,0.0474588058521608,1.21024873408096,0.232113229472562,0.0923468007399881,0.0344379473341486,-0.163907003151751,5.83662905713437,0.0317944968665226,0.706990877922745,1.28424077488749,0.246304140037663,0.0979926882805314,0.0365434103953238,0.0337383449725546,533618.5907817,181157.118506612
14.3147838885851,4.87405218442291,0.255140016696167,-0.386177877017679,-0.0636305155937955,3.06039120064375,0.60577624934709,0.218865463421076,0.0441633633883721,-0.070293231484588,5.44839482072926,0.0244664820438476,0.657685062665314,3.24749702792143,0.642812124452017,0.232246433666742,0.0468634177606393,0.0259623108654785,544934.367742009,184297.550915038
13.0520180155733,9.36988795453611,-0.610498660069867,-0.762662076906444,-0.0388414198821305,2.76945466243625,0.550451858381434,0.211986692488775,0.0380757473669869,-0.011993622030074,5.2764271604862,0.0324814720466197,0.607210851781893,2.93877324681009,0.584105317559244,0.224947109268705,0.040403617806824,0.0344673203581693,544139.858257742,184436.866852523
17.9831015781502,9.70873875301335,-0.70393663340364,-0.713216693295624,-0.0230589454900472,2.59667500015679,0.52659196386781,0.176917978881457,0.0344221476396948,-0.0852576719127794,5.35333104501959,0.0136719245446288,0.631182067105057,2.75543020242421,0.558786679699087,0.187734368888051,0.0365266447410604,0.014507797014744,543630.837458689,184386.348259015
15.1886408718403,6.11507007969041,0.0264419501714447,-0.517435286663296,-0.0613358483539699,2.79693169667914,0.556358678019037,0.199412532970111,0.0407790370737065,-0.00657912352689599,5.35117261955153,0.0269175006209161,0.653134547149483,2.96793016865103,0.590373267621821,0.211604192305382,0.043272180912853,0.028563179520027,544601.137759903,184458.061693787
13.4887538091729,10.0140654366761,-0.801467692724723,-0.620310829827729,-0.0241804014168761,3.05637718852514,0.610769096076903,0.214881543945983,0.0411405389202653,-0.0639604207106536,5.36513885457294,0.0235076328366167,0.482838085070997,3.24323760761514,0.64811022324165,0.228018945804367,0.0436557842156075,0.0249448396513239,544231.154007651,184050.077199969
10.2579644905937,6.62148187981151,-0.0194100683391858,-0.709466270098712,-0.0689738432241486,3.07916507116714,0.612590669763413,0.235991942475921,0.0470264915626103,0.00708716319719691,5.37951334583176,0.0263461716283563,0.691781668316073,3.26741869307146,0.65004316408001,0.250419989327754,0.0499015915190924,0.0279569206845836,544382.706783107,184738.565688753
12.1091677575517,10.5303599679883,-0.808226805786884,-0.936917613431288,-0.0337731098106754,2.80957277847369,0.561409102479507,0.21724686702913,0.0380792257523818,-0.0847145459195159,5.31600793608916,0.0220191684044169,0.667404360448886,2.98134409937626,0.595732464322448,0.230528879724245,0.0404073088533247,0.0233653736605973,543920.330247011,184714.750150272
11.8512098388267,2.58403464731937,0.660202219233214,-0.175551040344952,0.0297162483624691,5.98812029487714,1.22148776077944,0.320878396660844,0.0732521629438326,0.00278331142448908,5.35720352176904,0.0277896398435739,0.529471319620548,6.35422126960729,1.29616693184167,0.34049622128736,0.0777306448269992,0.0294886394850534,548969.176153816,184881.902126294
15.6281082358902,3.69398460683308,0.415060721616723,-0.15859726476332,0.0206123153785155,4.99125073370351,1.02267573635442,0.282727330855884,0.0655493954351643,-0.00162122447793321,5.35867435926793,0.0129763414683168,0.396729835404195,5.29640521770657,1.08519996190021,0.300012680233007,0.0695569464495145,0.0137696874643962,548481.337156399,184907.906235343
13.9642401252796,2.05626343935571,0.749713566853435,-0.0929379799893143,0.00750782508950216,4.8896599090248,0.993448945517201,0.262640435915053,0.0638249397904712,-0.0498496602248197,5.34032600274556,0.0162471082216243,0.585375133269331,5.18860334546919,1.05418630705779,0.278697715137435,0.0677270612440724,0.0172404219600894,549590.208192168,185038.744363353
12.6093878723645,1.40392016396138,0.881684552556769,-0.0375222293668446,-0.0249506090438173,5.29167744132398,1.06908027340593,0.296207276154795,0.0779568432690484,0.00839587745034865,5.36999862544817,0.0163289544243973,0.528110701481645,5.61519937706125,1.13444157392849,0.314316760798116,0.0827229593292252,0.0173272720661137,549306.371360743,185579.736068381
11.9601329737276,2.22683296794794,0.699862908075215,-0.0339853329160254,-0.0124807215003424,5.9644720655342,1.21283389568184,0.340737674483702,0.0851298318600651,0.0311569347446394,5.36343875736786,0.021131748718697,0.399356084753563,6.32912723767744,1.28698398778583,0.361569653237116,0.0903344892296317,0.0224236990174053,548904.577349885,185566.517035161
16.4360582923209,2.1952196661087,0.722415315587197,-0.0934715669901708,0.000256269566715506,4.55863878851508,0.924026872837112,0.248712979534158,0.0629939004590907,0.00621472310570081,5.3610694122432,0.0134603823936858,0.554562992841105,4.83734429570835,0.980519916090088,0.263918763611908,0.066845213930508,0.0142833216253483,549322.001508802,185265.156255862
11.8739962948971,-3.72898585754483,1.99722540144868,-0.00213548156599123,-0.0441068881415059,5.48313193657201,1.10722502289947,0.291658772062812,0.09147985222384,-0.012631022645101,5.39988402467107,0.0250431114985406,0.706546025163084,5.81835899409628,1.17491841250554,0.309490170812791,0.0970727363708018,0.0265741942220683,547097.648250717,186501.317426581
12.4316255940758,-1.80439092554117,1.58088967318066,-0.0335973953379162,-0.00762615220547997,5.60536353049573,1.13012293634689,0.32037315058735,0.0950182883659697,0.00537761936397344,5.3913304611539,0.0139261839145228,0.632755185234714,5.94806356843367,1.19921625581735,0.339960085540501,0.100827504994054,0.0147776012632591,547393.637476805,186291.857639162
10.6630735465687,-2.24975884642011,1.73741786339508,-0.1881095431667,-0.0467514696088666,6.04597651815456,1.2151170099265,0.319667146579281,0.092111380568447,0.0367612127265129,5.34083046036141,0.0275050029026955,0.816020591736935,6.41561469966965,1.28940668679319,0.33921091794473,0.0977428750190007,0.0291866004452912,546797.849720886,186073.46982159
10.4378841736303,-1.09044657452538,1.4793509251071,-0.187242522567997,-0.0206247265469041,6.30414370747008,1.26949947096914,0.354636549811044,0.105442260925024,-0.0244169197905553,5.40621885224033,0.0159911606257878,0.727876584409289,6.68956568339768,1.34711397616517,0.376318276324092,0.11188877712735,0.0169688262710781,547148.852447966,186036.490488286
12.4777922847786,-0.32171399712201,1.33089400570779,-0.240252244946105,-0.0293462796355713,4.56446136303982,0.911156580933148,0.266221662582966,0.0840149539369356,-0.0412966415967121,5.38171561025666,0.0264250878984498,0.837299819074235,4.84352285009054,0.966862761835491,0.282497890408464,0.089151450034807,0.0280406617280585,546468.174067929,185694.801492403
11.2632895572682,0.496115780182958,1.15109000278796,-0.249242023152315,-0.00588147617403614,6.01620149482846,1.20701142558325,0.347214381531027,0.105957256523857,-0.00417097764232321,5.39712769141512,0.0243145972200309,0.724301011999508,6.38401929456672,1.28080554421418,0.368442332416981,0.112435258464851,0.0258011401256635,547135.382417378,185720.69420748
9.50785756350907,1.46849336810789,0.954643792209923,-0.289212670714854,-0.0214353207576166,6.36271321105973,1.26992006352651,0.370967348793685,0.124453919810866,-0.0109581285371565,5.37869052962236,0.0179975320447043,0.749794760111712,6.75171600221778,1.34756028285947,0.393647505720829,0.13206276851598,0.0190978629832695,546947.551811048,185512.816663232
17.6196936079908,3.16093857875842,0.541468551893595,-0.168502858962668,-0.0209994923736168,2.77362389523287,0.572187695472619,0.113727725092887,0.0334710743916791,-0.00135840410930973,5.35045090409355,0.0222310061698795,0.710920853743907,2.94319737765745,0.607170037631032,0.120680797001942,0.0355174248917755,0.0235901627377574,548472.710991419,190176.278103708
